ROWID,N_RETURNEES,DEST,check_ESC_OBS_MED_by_dest,N_ESC,N_ESC_LEAD
2017_290,0,Egypt,NA,NA,NA
2017_291,0,Egypt,NA,NA,NA
2017_294,47,Albania,NA,NA,NA
2017_295,21,Tunisia,NA,NA,NA
2017_297,47,Georgia,FALSE,46,1
2017_298,3,Georgia,NA,NA,NA
2017_299,6,Georgia,NA,NA,NA
2017_301,30,Albania,FALSE,29,NA
2017_303,24,Tunisia,NA,NA,NA
2017_304,0,Kyrgyzstan,NA,NA,NA
2017_305,0,Kyrgyzstan,NA,NA,NA
2017_306,0,Kyrgyzstan,NA,NA,NA
2017_309,41,Albania,FALSE,15,NA
2017_311,74,Albania,NA,NA,NA
2017_312,10,Afghanistan,NA,NA,NA
2017_313,3,Gambia,NA,NA,NA
2017_314,1,Gambia,NA,NA,NA
2017_315,14,Albania,NA,NA,NA
2017_316,2,Albania,NA,NA,NA
2017_317,40,Serbia,NA,NA,NA
2017_318,6,Georgia,NA,NA,NA
2017_319,15,Nigeria,NA,NA,NA
2017_320,6,Kosovo,NA,NA,NA
2017_321,37,Kosovo,NA,NA,NA
2017_323,2,Albania,NA,NA,NA
2017_324,8,Albania,TRUE,18,NA
2017_325,3,Albania,NA,NA,NA
2017_327,39,Serbia,FALSE,23,1
2017_329,22,Tunisia,NA,NA,NA
2017_330,20,Albania,NA,NA,NA
2017_331,13,Afghanistan,NA,NA,NA
2017_332,17,Afghanistan,NA,NA,NA
2017_335,9,Russia,NA,NA,NA
2017_336,0,Russia,NA,NA,NA
2017_337,11,Russia,NA,NA,NA
2017_338,1,Russia,NA,NA,NA
2017_340,25,Albania,FALSE,30,1
2017_341,5,Albania,NA,NA,NA
2017_343,29,Egypt,NA,NA,NA
2017_344,17,Pakistan,NA,NA,NA
2017_345,13,Pakistan,NA,NA,NA
2017_346,2,Pakistan,NA,NA,NA
2017_347,0,Pakistan,NA,NA,NA
2017_348,14,Pakistan,NA,NA,NA
2017_349,12,Pakistan,NA,NA,NA
2017_350,5,Pakistan,NA,NA,NA
2017_351,1,Pakistan,NA,NA,NA
2017_352,1,Pakistan,NA,NA,NA
2017_353,1,Pakistan,NA,NA,NA
2017_356,65,Albania,NA,NA,NA
2017_358,17,Albania,NA,NA,NA
2017_359,19,Tunisia,NA,NA,NA
2017_360,15,Albania,NA,NA,NA
2017_361,26,Albania,NA,NA,NA
2017_362,19,Albania,NA,NA,NA
2017_363,5,Albania,NA,NA,NA
2017_365,8,Kosovo,NA,NA,NA
2017_366,41,Kosovo,NA,NA,NA
2017_367,0,Kosovo,NA,NA,NA
2017_369,48,Colombia,NA,NA,NA
2017_370,0,Colombia,NA,NA,NA
2017_371,0,Colombia,NA,NA,NA
2017_373,46,Serbia,NA,NA,NA
2017_374,25,Albania,FALSE,32,NA
2017_375,5,Albania,NA,NA,NA
2017_377,31,Kosovo,TRUE,5,NA
2017_379,19,Kosovo,NA,NA,NA
2017_380,30,Egypt,NA,NA,NA
2017_381,28,Tunisia,NA,NA,NA
2017_382,81,Albania,NA,NA,NA
2017_383,12,Macedonia,NA,NA,NA
2017_384,19,Tunisia,NA,NA,NA
2017_386,52,Serbia,NA,NA,NA
2017_387,44,Serbia,FALSE,21,1
2017_389,15,Albania,NA,NA,NA
2017_390,14,Nigeria,NA,NA,NA
2017_391,2,Nigeria,NA,NA,NA
2017_392,5,Nigeria,NA,NA,NA
2017_393,2,Nigeria,NA,NA,NA
2017_394,2,Nigeria,NA,NA,NA
2017_395,9,Nigeria,NA,NA,NA
2017_398,54,Albania,NA,NA,NA
2017_399,30,Tunisia,NA,NA,NA
2017_400,15,Nigeria,NA,NA,NA
2017_401,0,Nigeria,NA,NA,NA
2017_402,2,Nigeria,NA,NA,NA
2017_403,1,Nigeria,NA,NA,NA
2017_404,5,Nigeria,NA,NA,NA
2017_405,0,Nigeria,NA,NA,NA
2017_408,23,Sri Lanka,NA,NA,NA
2017_409,25,Albania,FALSE,29,1
2017_410,5,Albania,NA,NA,NA
2017_412,2,Armenia,NA,NA,NA
2017_413,1,Armenia,TRUE,2,NA
2017_414,1,Armenia,NA,NA,NA
2017_417,30,Tunisia,NA,NA,NA
2017_418,28,Tunisia,NA,NA,NA
2017_419,79,Albania,TRUE,20,NA
2017_420,11,Afghanistan,NA,NA,NA
2017_422,53,Serbia,NA,NA,NA
2017_423,15,Macedonia,NA,NA,NA
2017_424,29,Tunisia,NA,NA,NA
2017_425,6,Bosnia and Herzegovina,NA,NA,NA
2017_426,15,Albania,NA,NA,NA
2017_427,11,Kosovo,NA,NA,NA
2017_428,14,Kosovo,NA,NA,NA
2017_431,13,Macedonia,NA,NA,NA
2017_432,25,Albania,FALSE,31,NA
2017_433,6,Albania,NA,NA,NA
2017_434,16,Tunisia,NA,NA,NA
2017_435,45,Albania,NA,NA,NA
2017_436,2,Albania,NA,NA,NA
2017_437,17,Tunisia,NA,NA,NA
2017_438,5,Macedonia,NA,NA,NA
2017_441,16,Pakistan,NA,NA,NA
2017_442,3,Pakistan,NA,NA,NA
2017_443,6,Pakistan,NA,NA,NA
2017_444,0,Pakistan,NA,NA,NA
2017_445,9,Pakistan,NA,NA,NA
2017_446,1,Pakistan,NA,NA,NA
2017_447,7,Pakistan,NA,NA,NA
2017_448,2,Pakistan,NA,NA,NA
2017_451,52,Serbia,NA,NA,NA
2017_452,35,Macedonia,NA,NA,NA
2017_454,30,Tunisia,NA,NA,NA
2017_455,15,Guinea,NA,NA,NA
2017_456,17,Tunisia,NA,NA,NA
2017_457,6,Montenegro,NA,NA,NA
2017_458,25,Albania,FALSE,30,2
2017_459,0,Albania,NA,NA,NA
2017_460,0,Albania,NA,NA,NA
2017_461,18,Tunisia,NA,NA,NA
2017_462,30,Tunisia,NA,NA,NA
2017_463,28,Tunisia,NA,NA,NA
2017_464,11,Serbia,FALSE,23,1
2017_466,9,Guinea,NA,NA,NA
2017_467,61,Albania,NA,NA,NA
2017_468,67,Serbia,NA,NA,NA
2017_469,25,Albania,FALSE,30,1
2017_470,6,Albania,NA,NA,NA
2017_472,25,Nigeria,NA,NA,NA
2017_473,0,Nigeria,NA,NA,NA
2017_474,3,Nigeria,NA,NA,NA
2017_475,3,Nigeria,NA,NA,NA
2017_476,2,Nigeria,NA,NA,NA
2017_477,0,Nigeria,NA,NA,NA
2017_478,1,Nigeria,NA,NA,NA
2017_479,3,Nigeria,NA,NA,NA
2017_480,4,Nigeria,NA,NA,NA
2017_483,30,Tunisia,NA,NA,NA
2017_484,28,Tunisia,NA,NA,NA
2017_485,9,Kosovo,TRUE,25,NA
2017_487,25,Tunisia,NA,NA,NA
2017_489,22,Kosovo,NA,NA,NA
2017_492,52,Georgia,TRUE,39,NA
2017_493,3,Georgia,NA,NA,NA
2017_494,17,Georgia,NA,NA,NA
2017_495,4,Georgia,NA,NA,NA
2017_496,2,Georgia,NA,NA,NA
2017_498,30,Tunisia,NA,NA,NA
2017_499,30,Tunisia,NA,NA,NA
2017_500,25,Kosovo,TRUE,17,NA
2017_503,52,Albania,NA,NA,NA
2017_506,26,Albania,FALSE,31,1
2017_507,6,Albania,NA,NA,NA
2017_508,23,Armenia,NA,NA,NA
2017_509,1,Armenia,TRUE,5,NA
2017_510,0,Armenia,NA,NA,NA
2017_513,11,Montenegro,NA,NA,NA
2017_516,2,Egypt,NA,NA,NA
2017_519,27,Tunisia,NA,NA,NA
2017_520,27,Tunisia,NA,NA,NA
2017_521,5,Kosovo,NA,NA,NA
2017_523,6,Cameroon,NA,NA,NA
2017_526,39,Albania,NA,NA,NA
2017_527,11,Albania,NA,NA,NA
2017_528,30,Tunisia,NA,NA,NA
2017_529,15,Albania,NA,NA,NA
2017_530,30,Tunisia,NA,NA,NA
2017_531,16,Moldova,NA,NA,NA
2017_532,16,Macedonia,NA,NA,NA
2017_533,0,Macedonia,NA,NA,NA
2017_536,12,Pakistan,NA,NA,NA
2017_537,2,Pakistan,NA,NA,NA
2017_538,1,Pakistan,NA,NA,NA
2017_539,1,Pakistan,NA,NA,NA
2017_540,1,Pakistan,NA,NA,NA
2017_543,9,Macedonia,TRUE,19,NA
2017_546,9,Afghanistan,NA,NA,NA
2017_547,11,Kosovo,NA,NA,NA
2017_550,30,Tunisia,NA,NA,NA
2017_551,25,Albania,FALSE,29,1
2017_552,5,Albania,NA,NA,NA
2017_554,29,Tunisia,NA,NA,NA
2017_555,59,Kosovo,TRUE,11,NA
2017_557,6,Albania,NA,NA,NA
2017_558,4,Albania,NA,NA,NA
2017_559,18,Albania,NA,NA,NA
2017_560,8,Afghanistan,NA,NA,NA
2017_561,0,Russia,NA,NA,NA
2017_562,14,Russia,NA,NA,NA
2017_565,48,Albania,NA,NA,NA
2017_566,56,Macedonia,TRUE,19,NA
2017_568,26,Bosnia and Herzegovina,TRUE,20,NA
2017_570,25,Albania,FALSE,31,1
2017_571,3,Albania,NA,NA,NA
2017_573,30,Tunisia,NA,NA,NA
2017_574,43,Egypt,NA,NA,NA
2017_575,30,Tunisia,NA,NA,NA
2017_576,5,Kosovo,NA,NA,NA
2017_579,2,Armenia,NA,NA,NA
2017_583,25,Tunisia,NA,NA,NA
2017_585,9,Kosovo,NA,NA,NA
2017_586,0,Kosovo,NA,NA,NA
2017_589,14,Pakistan,NA,NA,NA
2017_590,1,Pakistan,NA,NA,NA
2017_591,0,Pakistan,NA,NA,NA
2017_592,11,Pakistan,NA,NA,NA
2017_593,5,Pakistan,NA,NA,NA
2017_594,1,Pakistan,NA,NA,NA
2017_597,2,Gambia,NA,NA,NA
2017_598,1,Gambia,TRUE,2,NA
2017_599,1,Gambia,TRUE,3,NA
2017_603,2,Gambia,TRUE,5,NA
2017_607,30,Tunisia,NA,NA,NA
2017_608,14,Congo DR,NA,NA,NA
2017_609,2,Congo DR,TRUE,7,NA
2017_610,0,Congo DR,NA,NA,NA
2017_611,0,Congo DR,NA,NA,NA
2017_612,3,Congo DR,TRUE,8,NA
2017_613,3,Congo DR,TRUE,18,NA
2017_616,43,Colombia,NA,NA,NA
2017_619,25,Albania,FALSE,30,NA
2017_620,5,Albania,NA,NA,NA
2017_622,44,Albania,NA,NA,NA
2017_623,19,Montenegro,NA,NA,NA
2017_626,30,Tunisia,NA,NA,NA
2017_627,5,Kosovo,NA,NA,NA
2017_628,4,Albania,NA,NA,NA
2017_629,17,Albania,NA,NA,NA
2017_630,10,Albania,NA,NA,NA
2017_631,25,Albania,FALSE,31,1
2017_632,5,Albania,NA,NA,NA
2017_634,0,Armenia,NA,NA,NA
2017_635,5,Armenia,NA,NA,NA
2017_638,9,Guinea,NA,NA,NA
2017_639,10,Afghanistan,NA,NA,NA
2017_640,11,Afghanistan,NA,NA,NA
2017_641,0,Afghanistan,NA,NA,NA
2017_644,11,Albania,NA,NA,NA
2017_645,45,Serbia,FALSE,24,1
2017_647,25,Albania,FALSE,31,NA
2017_648,6,Albania,NA,NA,NA
2017_650,51,Georgia,FALSE,35,2
2017_651,4,Georgia,NA,NA,NA
2017_652,8,Georgia,NA,NA,NA
2017_654,9,Georgia,NA,NA,NA
2017_655,5,Georgia,NA,NA,NA
2017_657,52,Kosovo,TRUE,21,NA
2017_660,6,Ukraine,NA,NA,NA
2017_661,66,Serbia,NA,NA,NA
2017_662,15,Albania,NA,NA,NA
2017_663,80,Kosovo,NA,NA,NA
2017_664,1,Kosovo,NA,NA,NA
2017_665,1,Kosovo,NA,NA,NA
2017_668,9,Macedonia,NA,NA,NA
2017_671,2,Lebanon,NA,NA,NA
2017_674,4,Azerbaijan,NA,NA,NA
2017_676,14,Afghanistan,NA,NA,NA
2017_677,25,Albania,FALSE,29,1
2017_678,6,Albania,NA,NA,NA
2017_680,4,Afghanistan,NA,NA,NA
2017_681,37,Tunisia,NA,NA,NA
2017_682,14,Albania,NA,NA,NA
2017_684,36,Tunisia,NA,NA,NA
2017_685,15,Albania,NA,NA,NA
2017_686,66,Macedonia,NA,NA,NA
2017_687,13,Albania,NA,NA,NA
2017_689,7,Pakistan,NA,NA,NA
2017_690,1,Pakistan,NA,NA,NA
2017_691,1,Pakistan,NA,NA,NA
2017_692,8,Pakistan,NA,NA,NA
2017_693,7,Pakistan,NA,NA,NA
2017_694,2,Pakistan,NA,NA,NA
2017_695,1,Pakistan,NA,NA,NA
2017_696,7,Pakistan,NA,NA,NA
2017_699,20,Tunisia,NA,NA,NA
2017_701,25,Albania,FALSE,29,2
2017_702,6,Albania,NA,NA,NA
2017_704,40,Tunisia,NA,NA,NA
2017_705,40,Tunisia,NA,NA,NA
2017_706,46,Georgia,FALSE,39,2
2017_709,4,Kosovo,NA,NA,NA
2017_710,35,Kosovo,NA,NA,NA
2017_711,7,Kosovo,NA,NA,NA
2017_713,25,Albania,FALSE,31,NA
2017_714,6,Albania,NA,NA,NA
2017_717,38,Moldova,TRUE,10,NA
2017_719,32,Tunisia,NA,NA,NA
2017_720,20,Afghanistan,NA,NA,NA
2017_721,1,Afghanistan,NA,NA,NA
2017_722,5,Afghanistan,NA,NA,NA
2017_723,1,Afghanistan,NA,NA,NA
2017_724,1,Afghanistan,NA,NA,NA
2017_727,40,Tunisia,NA,NA,NA
2017_728,10,Armenia,NA,NA,NA
2017_729,1,Armenia,TRUE,2,NA
2017_730,7,Armenia,TRUE,13,NA
2017_733,8,Albania,NA,NA,NA
2017_734,24,Albania,FALSE,29,2
2017_735,6,Albania,NA,NA,NA
2017_737,1,Gambia,NA,NA,NA
2017_738,0,Gambia,NA,NA,NA
2017_739,2,Gambia,TRUE,5,NA
2017_740,2,Gambia,TRUE,11,NA
2017_741,0,Gambia,NA,NA,NA
2017_742,0,Gambia,NA,NA,NA
2017_743,0,Gambia,NA,NA,NA
2017_744,0,Gambia,NA,NA,NA
2017_747,35,Albania,NA,NA,NA
2017_748,5,Albania,NA,NA,NA
2017_750,40,Tunisia,NA,NA,NA
2017_751,39,Tunisia,NA,NA,NA
2017_752,67,Macedonia,TRUE,25,NA
2017_754,51,Serbia,TRUE,18,NA
2017_756,7,Congo DR,NA,NA,NA
2017_757,0,Congo DR,NA,NA,NA
2017_758,1,Congo DR,TRUE,6,NA
2017_759,1,Congo DR,TRUE,4,NA
2017_760,1,Congo DR,TRUE,20,NA
2017_763,6,Ukraine,FALSE,23,1
2017_764,9,Ukraine,NA,NA,NA
2017_767,88,Albania,TRUE,25,NA
2017_769,40,Colombia,NA,NA,NA
2017_771,17,Russia,NA,NA,NA
2017_773,25,Albania,FALSE,27,2
2017_774,3,Albania,NA,NA,NA
2017_776,36,Bangladesh,NA,NA,NA
2017_777,40,Tunisia,NA,NA,NA
2017_778,13,Albania,NA,NA,NA
2017_779,10,Albania,NA,NA,NA
2017_780,40,Tunisia,NA,NA,NA
2017_781,20,Albania,NA,NA,NA
2017_782,22,Pakistan,NA,NA,NA
2017_783,6,Pakistan,NA,NA,NA
2017_785,25,Albania,FALSE,27,2
2017_786,6,Albania,NA,NA,NA
2017_788,27,Afghanistan,NA,NA,NA
2017_789,37,Tunisia,NA,NA,NA
2017_790,9,Afghanistan,NA,NA,NA
2017_791,9,Afghanistan,NA,NA,NA
2017_794,40,Tunisia,NA,NA,NA
2017_795,2,Nigeria,NA,NA,NA
2017_796,2,Nigeria,NA,NA,NA
2017_797,13,Nigeria,NA,NA,NA
2017_798,1,Nigeria,NA,NA,NA
2017_799,1,Nigeria,NA,NA,NA
2017_800,0,Nigeria,NA,NA,NA
2017_801,21,Nigeria,NA,NA,NA
2017_802,10,Nigeria,NA,NA,NA
2017_805,21,Macedonia,NA,NA,NA
2017_807,51,Georgia,FALSE,41,3
2017_808,5,Georgia,NA,NA,NA
2017_809,1,Georgia,NA,NA,NA
2017_810,1,Georgia,NA,NA,NA
2017_812,4,Kosovo,NA,NA,NA
2017_815,25,Tunisia,NA,NA,NA
2017_817,25,Albania,FALSE,27,2
2017_818,6,Albania,NA,NA,NA
2017_820,69,Albania,NA,NA,NA
2017_821,30,Egypt,NA,NA,NA
2017_822,53,Serbia,NA,NA,NA
2017_823,36,Tunisia,NA,NA,NA
2017_824,39,Kosovo,TRUE,12,NA
2017_826,7,Pakistan,NA,NA,NA
2017_827,2,Pakistan,NA,NA,NA
2017_828,2,Pakistan,NA,NA,NA
2017_829,6,Pakistan,NA,NA,NA
2017_830,2,Pakistan,NA,NA,NA
2017_831,1,Pakistan,NA,NA,NA
2017_834,40,Tunisia,NA,NA,NA
2017_835,8,Albania,NA,NA,NA
2017_836,46,Albania,NA,NA,NA
2017_837,11,Albania,NA,NA,NA
2017_839,30,Egypt,NA,NA,NA
2017_840,25,Albania,NA,NA,NA
2017_841,6,Albania,NA,NA,NA
2017_843,4,Afghanistan,NA,NA,NA
2017_9,8,Serbia,NA,NA,NA
2017_10,15,Serbia,TRUE,12,NA
2017_13,62,Macedonia,NA,NA,NA
2017_14,48,Kosovo,NA,NA,NA
2017_15,10,Georgia,NA,NA,NA
2017_16,1,Georgia,TRUE,7,NA
2017_17,24,Georgia,TRUE,35,NA
2017_18,5,Georgia,TRUE,15,NA
2017_19,4,Georgia,TRUE,6,NA
2017_21,36,Kosovo,NA,NA,NA
2017_22,0,Kosovo,TRUE,0,NA
2017_45,50,Moldova,NA,NA,NA
2017_51,21,Kosovo,NA,NA,NA
2017_58,63,Kosovo,NA,NA,NA
2017_62,1,Togo,NA,NA,NA
2017_81,23,Georgia,NA,NA,NA
2017_82,27,Georgia,TRUE,14,NA
2017_83,0,Georgia,TRUE,0,NA
2017_85,50,Moldova,TRUE,24,NA
2017_87,65,Serbia,TRUE,0,NA
2017_97,6,Georgia,NA,NA,NA
2017_98,7,Georgia,TRUE,20,NA
2017_99,11,Georgia,TRUE,26,NA
2017_100,5,Georgia,TRUE,13,NA
2017_108,28,Kosovo,NA,NA,NA
2017_109,9,Kosovo,TRUE,18,NA
2017_112,31,Montenegro,NA,NA,NA
2017_118,43,Macedonia,NA,NA,NA
2017_120,154,Moldova,TRUE,23,NA
2017_148,8,Peru,NA,NA,NA
2017_150,5,Ukraine,NA,NA,NA
2017_151,7,Ukraine,TRUE,24,NA
2017_157,14,Kosovo,NA,NA,NA
2017_161,7,Bosnia and Herzegovina,TRUE,20,NA
2017_167,73,Kosovo,NA,NA,NA
2017_171,16,Serbia,NA,NA,NA
2017_174,23,Nigeria,NA,NA,NA
2017_175,2,Nigeria,TRUE,9,NA
2017_176,1,Nigeria,TRUE,5,NA
2017_185,28,Kosovo,TRUE,3,NA
2017_222,62,Macedonia,NA,NA,NA
2017_226,8,Guinea,NA,NA,NA
2017_238,8,Kosovo,NA,NA,NA
2017_240,18,Kosovo,TRUE,10,NA
2017_259,51,Macedonia,TRUE,10,NA
2017_262,44,Kosovo,FALSE,14,NA
2017_265,41,Kosovo,NA,NA,NA
2017_278,12,Georgia,NA,NA,NA
2017_279,18,Georgia,TRUE,18,NA
2017_280,4,Georgia,TRUE,13,NA
2017_281,0,Georgia,TRUE,0,NA
2017_282,2,Georgia,TRUE,5,NA
2017_284,36,Serbia,NA,NA,NA
2017_287,4,Sudan,NA,NA,NA
2017_288,0,Sudan,NA,NA,NA
2017_289,0,Sudan,NA,NA,NA
2017_290,0,Sudan,NA,NA,NA
2017_291,2,Sudan,NA,NA,NA
2017_304,7,Ukraine,NA,NA,NA
2017_305,4,Ukraine,NA,NA,NA
2017_306,6,Ukraine,NA,NA,NA
2017_309,27,Serbia,FALSE,10,NA
2017_311,59,Kosovo,NA,NA,NA
2017_317,25,Macedonia,NA,NA,NA
2017_323,13,Georgia,NA,NA,NA
2017_324,8,Georgia,TRUE,18,NA
2017_325,0,Georgia,NA,NA,NA
2017_369,15,Dominican Republic,NA,NA,NA
2017_370,1,Dominican Republic,NA,NA,NA
2017_371,0,Dominican Republic,NA,NA,NA
2017_377,14,Bosnia and Herzegovina,TRUE,15,NA
2017_382,69,Kosovo,NA,NA,NA
2017_386,38,Macedonia,NA,NA,NA
2017_398,34,Kosovo,NA,NA,NA
2017_412,8,Georgia,NA,NA,NA
2017_413,2,Georgia,TRUE,22,NA
2017_414,0,Georgia,NA,NA,NA
2017_419,51,Kosovo,TRUE,21,NA
2017_422,47,Macedonia,NA,NA,NA
2017_431,19,Bosnia and Herzegovina,NA,NA,NA
2017_438,8,Serbia,NA,NA,NA
2017_452,29,Kosovo,NA,NA,NA
2017_467,32,Kosovo,NA,NA,NA
2017_468,51,Macedonia,NA,NA,NA
2017_485,52,Albania,TRUE,18,NA
2017_500,46,Albania,TRUE,17,NA
2017_503,26,Kosovo,NA,NA,NA
2017_508,6,Georgia,NA,NA,NA
2017_509,4,Georgia,TRUE,12,NA
2017_510,4,Georgia,TRUE,10,NA
2017_513,25,Serbia,NA,NA,NA
2017_523,3,Ivory Coast,NA,NA,NA
2017_526,7,Bosnia and Herzegovina,NA,NA,NA
2017_531,31,Armenia,NA,NA,NA
2017_543,49,Serbia,TRUE,17,NA
2017_555,69,Albania,TRUE,20,NA
2017_557,13,Georgia,NA,NA,NA
2017_559,14,Macedonia,NA,NA,NA
2017_566,68,Serbia,TRUE,19,NA
2017_568,23,Albania,TRUE,14,NA
2017_579,5,Georgia,NA,NA,NA
2017_580,1,Georgia,TRUE,1.5,NA
2017_597,12,Nigeria,NA,NA,NA
2017_598,14,Nigeria,TRUE,32,NA
2017_599,3,Nigeria,TRUE,11,NA
2017_600,1,Nigeria,TRUE,3,NA
2017_601,0,Nigeria,TRUE,0,NA
2017_602,1,Nigeria,TRUE,6,NA
2017_603,2,Nigeria,TRUE,27,NA
2017_604,4,Nigeria,TRUE,13,NA
2017_608,2,Ghana,NA,NA,NA
2017_609,3,Ghana,TRUE,6,NA
2017_610,0,Ghana,NA,NA,NA
2017_611,0,Ghana,NA,NA,NA
2017_612,1,Ghana,TRUE,6,NA
2017_613,1,Ghana,TRUE,6,NA
2017_616,7,Peru,NA,NA,NA
2017_622,106,Kosovo,NA,NA,NA
2017_623,16,Serbia,NA,NA,NA
2017_634,2,Georgia,NA,NA,NA
2017_644,5,Bosnia and Herzegovina,NA,NA,NA
2017_657,86,Albania,TRUE,22,NA
2017_661,48,Macedonia,NA,NA,NA
2017_668,12,Serbia,NA,NA,NA
2017_682,8,Montenegro,NA,NA,NA
2017_683,0,Montenegro,NA,NA,NA
2017_687,0,Georgia,NA,NA,NA
2017_717,25,Albania,TRUE,12,NA
2017_728,7,Georgia,NA,NA,NA
2017_729,3,Georgia,TRUE,15,NA
2017_730,8,Georgia,TRUE,15,NA
2017_737,22,Nigeria,NA,NA,NA
2017_738,3,Nigeria,NA,NA,NA
2017_739,1,Nigeria,TRUE,17,NA
2017_740,30,Nigeria,TRUE,60,NA
2017_741,1,Nigeria,NA,NA,NA
2017_742,1,Nigeria,NA,NA,NA
2017_743,3,Nigeria,NA,NA,NA
2017_744,6,Nigeria,NA,NA,NA
2017_752,49,Serbia,TRUE,25,NA
2017_754,23,Bosnia and Herzegovina,TRUE,19,NA
2017_756,8,Guinea,NA,NA,NA
2017_757,0,Guinea,NA,NA,NA
2017_758,1,Guinea,TRUE,14,NA
2017_759,0,Guinea,NA,NA,NA
2017_760,0,Guinea,NA,NA,NA
2017_767,29,Kosovo,TRUE,20,NA
2017_769,13,Dominican Republic,NA,NA,NA
2017_781,15,Georgia,NA,NA,NA
2017_805,54,Serbia,NA,NA,NA
2017_820,56,Kosovo,NA,NA,NA
2017_822,0,Macedonia,NA,NA,NA
2017_824,31,Albania,TRUE,12,NA
2017_51,31,Bosnia and Herzegovina,NA,NA,NA
2017_118,25,Bosnia and Herzegovina,NA,NA,NA
2017_161,95,Moldova,TRUE,13,NA
2017_240,74,Moldova,TRUE,10,NA
2017_309,18,Moldova,FALSE,15,NA
2017_377,31,Moldova,TRUE,15,NA
2017_452,27,Serbia,NA,NA,NA
2017_500,25,Serbia,TRUE,9,NA
2017_526,19,Macedonia,NA,NA,NA
2017_568,10,Kosovo,TRUE,6,NA
2017_644,28,Kosovo,NA,NA,NA
2017_717,49,Serbia,TRUE,31,NA
2017_754,35,Kosovo,TRUE,11,NA
2017_824,24,Moldova,TRUE,14,NA
2017_12,NA,Macedonia,NA,NA,NA
2017_19,NA,Armenia,NA,NA,NA
2017_20,NA,Armenia,NA,NA,NA
2017_30,NA,Kosovo,NA,NA,NA
2017_38,NA,Pakistan,NA,NA,NA
2017_39,NA,Pakistan,NA,NA,NA
2017_44,NA,Nigeria,NA,NA,NA
2017_46,NA,Tunisia,NA,NA,NA
2017_49,NA,Serbia,NA,NA,NA
2017_50,NA,Serbia,NA,NA,NA
2017_57,NA,Albania,NA,NA,NA
2017_67,NA,Albania,NA,NA,NA
2017_79,NA,Nigeria,NA,NA,NA
2017_80,NA,Nigeria,NA,NA,NA
2017_84,NA,Albania,NA,NA,NA
2017_86,NA,Albania,NA,NA,NA
2017_88,NA,Macedonia,NA,NA,NA
2017_92,NA,Kosovo,NA,NA,NA
2017_94,NA,Albania,NA,NA,NA
2017_101,NA,Armenia,NA,NA,NA
2017_105,NA,Nigeria,NA,NA,NA
2017_113,NA,Serbia,NA,NA,NA
2017_117,NA,Russia,NA,NA,NA
2017_119,NA,Tunisia,NA,NA,NA
2017_121,NA,Serbia,NA,NA,NA
2017_133,NA,Pakistan,NA,NA,NA
2017_139,NA,Macedonia,NA,NA,NA
2017_143,NA,Kosovo,NA,NA,NA
2017_147,NA,Albania,NA,NA,NA
2017_149,NA,Colombia,NA,NA,NA
2017_156,NA,Macedonia,NA,NA,NA
2017_160,NA,Serbia,NA,NA,NA
2017_162,NA,Albania,NA,NA,NA
2017_166,NA,Albania,NA,NA,NA
2017_170,NA,Kosovo,NA,NA,NA
2017_177,NA,Ghana,NA,NA,NA
2017_178,NA,Ghana,NA,NA,NA
2017_184,NA,Afghanistan,NA,NA,NA
2017_186,NA,Albania,NA,NA,NA
2017_199,NA,Pakistan,NA,NA,NA
2017_200,NA,Pakistan,NA,NA,NA
2017_202,NA,Lebanon,NA,NA,NA
2017_218,NA,Nigeria,NA,NA,NA
2017_219,NA,Nigeria,NA,NA,NA
2017_224,NA,Albania,NA,NA,NA
2017_233,NA,Congo DR,NA,NA,NA
2017_234,NA,Congo DR,NA,NA,NA
2017_237,NA,Serbia,NA,NA,NA
2017_241,NA,Albania,NA,NA,NA
2017_248,NA,Pakistan,NA,NA,NA
2017_249,NA,Pakistan,NA,NA,NA
2017_253,NA,Albania,NA,NA,NA
2017_258,NA,Albania,NA,NA,NA
2017_260,NA,Serbia,NA,NA,NA
2017_263,NA,Albania,NA,NA,NA
2017_264,NA,Albania,NA,NA,NA
2017_266,NA,Albania,NA,NA,NA
2017_275,NA,Nigeria,NA,NA,NA
2017_276,NA,Nigeria,NA,NA,NA
2017_283,NA,Armenia,NA,NA,NA
2017_292,NA,Egypt,NA,NA,NA
2017_293,NA,Egypt,NA,NA,NA
2017_296,NA,Tunisia,NA,NA,NA
2017_300,NA,Georgia,NA,NA,NA
2017_302,NA,Albania,NA,NA,NA
2017_307,NA,Kyrgyzstan,NA,NA,NA
2017_308,NA,Kyrgyzstan,NA,NA,NA
2017_310,NA,Albania,NA,NA,NA
2017_322,NA,Kosovo,NA,NA,NA
2017_326,NA,Albania,NA,NA,NA
2017_328,NA,Serbia,NA,NA,NA
2017_333,NA,Afghanistan,NA,NA,NA
2017_334,NA,Afghanistan,NA,NA,NA
2017_339,NA,Russia,NA,NA,NA
2017_342,NA,Albania,NA,NA,NA
2017_354,NA,Pakistan,NA,NA,NA
2017_355,NA,Pakistan,NA,NA,NA
2017_357,NA,Albania,NA,NA,NA
2017_364,NA,Albania,NA,NA,NA
2017_368,NA,Kosovo,NA,NA,NA
2017_372,NA,Colombia,NA,NA,NA
2017_376,NA,Albania,NA,NA,NA
2017_378,NA,Kosovo,NA,NA,NA
2017_385,NA,Tunisia,NA,NA,NA
