DATE,ROID,ID,MSNAME,MSISO,N_RETURNEES,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB,OPTYPE,NOTES_COMMENTS,N_ESC_POOL,N_MONITORS_POOL
2016-07-05,RO-2016-072,2016_75,France,FRA,25,NA,NA,NA,NA,NA,NA,81683.19,CRO,NA,NA,NA
2016-07-05,RO-2016-072,2016_75,Germany,DEU,14,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2016-07-05,RO-2016-072,2016_75,Iceland,ISL,3,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2016-07-05,RO-2016-071,2016_76,Germany,DEU,14,NA,NA,NA,NA,NA,NA,57186.02,NRO,NA,NA,NA
2016-07-06,NA,2016_77,Austria,AUT,7,29,NA,NA,NA,NA,NA,241557.68,JRO,NA,NA,NA
2016-07-06,NA,2016_77,Belgium,BEL,10,23,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-07-06,NA,2016_77,Greece,GRC,7,16,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2016-07-06,NA,2016_77,Spain,ESP,11,25,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-07-06,NA,2016_77,Switzerland,CHE,2,5,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-07-12,NA,2016_78,Germany,DEU,47,30,NA,NA,NA,NA,NA,58405.96,JRO,NA,NA,NA
2016-07-12,NA,2016_78,Poland,POL,3,7,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-07-13,NA,2016_79,Austria,AUT,8,23,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-07-13,NA,2016_79,Germany,DEU,19,19,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_8,Austria,AUT,4,24,NA,NA,NA,NA,1,226572.6,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_8,Denmark,DNK,4,10,NA,NA,NA,NA,1,8246.7,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_8,Germany,DEU,3,8,NA,NA,NA,NA,NA,7248.12,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_8,Hungary,HUN,2,5,NA,NA,NA,NA,NA,663,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_8,Sweden,SWE,6,21,NA,NA,NA,NA,NA,39984,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_8,Switzerland,CHE,4,14,NA,NA,NA,NA,1,41022.16,JRO,NA,NA,NA
2016-07-14,RO-2016-077,2016_80,Germany,DEU,61,NA,NA,NA,NA,NA,NA,55376.47,NRO,NA,NA,NA
2016-07-13,RO-2016-076,2016_81,Germany,DEU,19,NA,NA,NA,NA,NA,NA,56356.07,NRO,NA,NA,NA
2016-07-14,NA,2016_82,Belgium,BEL,2,5,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-07-14,NA,2016_82,Italy,ITA,15,70,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2016-07-14,NA,2016_82,Switzerland,CHE,5,11,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2016-07-19,NA,2016_83,France,FRA,5,11,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-07-19,NA,2016_83,Germany,DEU,52,31,NA,NA,NA,NA,NA,84842.3,JRO,NA,NA,NA
2016-07-19,NA,2016_83,Netherlands,NLD,6,10,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2016-07-20,RO-2016-080,2016_84,Germany,DEU,37,NA,NA,NA,NA,NA,NA,59128.39,NRO,NA,NA,NA
2016-07-20,RO-2016-081,2016_85,Germany,DEU,26,NA,NA,NA,NA,NA,NA,57356.33,NRO,NA,NA,NA
2016-07-21,RO-2016-083,2016_86,Germany,DEU,23,NA,NA,NA,NA,NA,NA,49924.2,NRO,NA,NA,NA
2016-07-21,RO-2016-084,2016_87,Germany,DEU,39,NA,NA,NA,NA,NA,NA,51693.23,NRO,NA,NA,NA
2016-07-21,RO-2016-082,2016_88,Italy,ITA,21,NA,NA,NA,NA,NA,2,71585,NRO,NA,NA,NA
2016-07-26,NA,2016_89,Germany,DEU,10,36,NA,NA,NA,NA,NA,109304.55,JRO,NA,NA,NA
2016-07-26,NA,2016_89,Netherlands,NLD,5,9,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_9,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_9,Frontex,FX,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_9,Germany,DEU,1,4,NA,NA,NA,NA,NA,27456.36,JRO,NA,NA,NA
2016-02-18,2016/RSU/01,2016_9,Spain,ESP,69,147,NA,NA,NA,NA,1,500208,JRO,NA,NA,NA
2016-07-27,RO-2016-087,2016_90,Germany,DEU,35,NA,NA,NA,NA,NA,NA,57008.99,NRO,NA,NA,NA
2016-07-29,RO-2016-088,2016_91,Germany,DEU,74,NA,NA,NA,NA,NA,NA,52884.73,NRO,NA,NA,NA
2016-08-02,NA,2016_92,Germany,DEU,51,23,NA,NA,NA,NA,NA,60848.79,JRO,NA,NA,NA
2016-08-02,NA,2016_92,Hungary,HUN,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-08-02,NA,2016_93,Austria,AUT,NA,6,NA,NA,NA,NA,1,93186.08,JRO,NA,NA,NA
2016-08-02,NA,2016_93,Bulgaria,BGR,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-08-02,NA,2016_93,Germany,DEU,5,19,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2016-08-04,RO-2016-091,2016_94,Italy,ITA,30,NA,NA,NA,NA,NA,NA,63345,NRO,NA,NA,NA
2016-08-11,RO-2016-092,2016_95,Germany,DEU,31,NA,NA,NA,NA,NA,NA,53458.02,NRO,NA,NA,NA
2016-08-11,RO-2016-093,2016_96,Germany,DEU,64,NA,NA,NA,NA,NA,NA,51427.9,NRO,NA,NA,NA
2016-08-15,RO-2016-095,2016_97,Italy,ITA,21,NA,NA,NA,NA,NA,NA,53650,NRO,NA,NA,NA
2016-08-16,RO-2016-096,2016_98,Germany,DEU,30,NA,NA,NA,NA,NA,NA,82041.5,NRO,NA,NA,NA
2016-08-16,RO-2016-097,2016_99,Germany,DEU,33,NA,NA,NA,NA,NA,NA,112620.2,NRO,NA,NA,NA
2017-01-02,RO-00114,2017_1,Italy,ITA,21,NA,NA,NA,NA,NA,NA,46339.7,NRO,NA,NA,NA
2017-01-18,RO-00072,2017_10,Germany,DEU,149,NA,NA,NA,NA,NA,NA,93223,NRO,NA,NA,NA
2017-04-20,RO-00213,2017_100,Germany,DEU,26,NA,23,1,NA,NA,NA,40240.42,CRO,NA,NA,NA
2017-04-20,RO-00213,2017_100,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-04-20,RO-00225,2017_101,Germany,DEU,35,NA,NA,NA,NA,NA,NA,54371.64,NRO,NA,NA,NA
2017-04-24,RO-00224,2017_102,Germany,DEU,14,NA,NA,NA,NA,NA,NA,291409.19,NRO,NA,NA,NA
2017-04-25,RO-00243,2017_103,Germany,DEU,118,34,34,NA,NA,NA,NA,91474.89,JRO,NA,NA,NA
2017-04-25,RO-00243,2017_103,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-04-26,RO-00082,2017_104,Austria,AUT,4,35,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-26,RO-00082,2017_104,Belgium,BEL,3,11,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-26,RO-00082,2017_104,Germany,DEU,3,30,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-26,RO-00082,2017_104,Greece,GRC,25,50,NA,NA,NA,NA,NA,396365.78,JRO,NA,NA,NA
2017-04-26,RO-00082,2017_104,Hungary,HUN,3,9,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-26,RO-00082,2017_104,Italy,ITA,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-26,RO-00082,2017_104,Monitor(s),NA,NA,NA,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2017-04-26,RO-00196,2017_105,Belgium,BEL,7,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-04-26,RO-00196,2017_105,France,FRA,27,NA,33,NA,NA,5,NA,70101.67,CRO,NA,NA,NA
2017-04-26,RO-00196,2017_105,Germany,DEU,7,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-04-26,RO-00196,2017_105,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-04-26,RO-00227,2017_106,Germany,DEU,20,NA,NA,NA,NA,NA,NA,70101.67,NRO,NA,NA,NA
2017-04-27,RO-00105,2017_107,Germany,DEU,20,15,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-27,RO-00105,2017_107,Iceland,ISL,12,15,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-27,RO-00105,2017_107,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-04-27,RO-00105,2017_107,Sweden,SWE,19,48,NA,NA,NA,NA,NA,167615.72,JRO,NA,NA,NA
2017-04-27,RO-00192,2017_108,Germany,DEU,101,35,35,NA,NA,NA,NA,78294.42,JRO,NA,NA,NA
2017-04-27,RO-00192,2017_108,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-04-27,RO-00249,2017_109,Italy,ITA,30,NA,NA,NA,NA,NA,NA,78294.42,NRO,NA,NA,NA
2017-01-19,RO-00057,2017_11,Austria,AUT,14,34,34,NA,NA,NA,NA,240620.85,JRO,NA,NA,NA
2017-01-19,RO-00057,2017_11,Belgium,BEL,6,18,18,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-19,RO-00057,2017_11,Germany,DEU,28,50,50,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-19,RO-00057,2017_11,Greece,GRC,6,17,17,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-19,RO-00057,2017_11,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-01-19,RO-00057,2017_11,Sweden,SWE,4,6,6,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-04-28,RO-00209,2017_110,Germany,DEU,130,NA,54,NA,NA,NA,NA,95567.52,JRO,NA,NA,NA
2017-04-28,RO-00209,2017_110,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-05-03,RO-00221,2017_111,France,FRA,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00221,2017_111,Germany,DEU,79,29,NA,NA,NA,NA,NA,65064.48,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Austria,AUT,7,25,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Belgium,BEL,1,6,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Denmark,DNK,4,12,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Germany,DEU,8,28,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Hungary,HUN,4,12,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Netherlands,NLD,7,34,NA,NA,NA,NA,NA,422471.8,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Romania,ROU,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00223,2017_112,Spain,ESP,9,25,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-03,RO-00250,2017_113,Italy,ITA,40,NA,NA,NA,NA,NA,NA,422471.8,NRO,NA,NA,NA
2017-05-04,RO-00152,2017_114,Austria,AUT,21,46,NA,NA,NA,NA,NA,187130.74,JRO,NA,NA,NA
2017-05-04,RO-00152,2017_114,Germany,DEU,31,31,31,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-04,RO-00152,2017_114,Greece,GRC,5,15,15,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-04,RO-00152,2017_114,Hungary,HUN,1,3,3,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-04,RO-00152,2017_114,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-05-04,RO-00152,2017_114,Sweden,SWE,3,9,9,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-04,RO-00222,2017_115,Germany,DEU,72,25,NA,NA,NA,NA,NA,61526.77,JRO,NA,NA,NA
2017-05-04,RO-00235,2017_116,Germany,DEU,77,30,NA,NA,NA,NA,NA,57981.7,JRO,NA,NA,NA
2017-05-08,RO-00263,2017_117,Italy,ITA,29,NA,NA,NA,NA,NA,NA,45320,NRO,NA,NA,NA
2017-05-09,RO-00220,2017_118,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-09,RO-00220,2017_118,Germany,DEU,4,12,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-09,RO-00220,2017_118,Greece,GRC,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-09,RO-00220,2017_118,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-05-09,RO-00220,2017_118,Norway,NOR,2,5,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-09,RO-00220,2017_118,Switzerland,CHE,5,30,NA,NA,NA,NA,NA,165272.55,JRO,NA,NA,NA
2017-05-10,RO-00236,2017_119,Germany,DEU,47,29,NA,NA,NA,NA,NA,58102.92,JRO,NA,NA,NA
2017-01-19,RO-00086,2017_12,Germany,DEU,111,33,NA,NA,NA,NA,NA,151041.38,JRO,NA,NA,NA
2017-01-19,RO-00086,2017_12,Sweden,SWE,12,30,30,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-10,RO-00244,2017_120,Germany,DEU,21,59,NA,NA,NA,NA,NA,62283.97,JRO,NA,NA,NA
2017-05-10,RO-00244,2017_120,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,62283.97,JRO,NA,NA,NA
2017-05-10,RO-00172,2017_121,Belgium,BEL,3,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-05-10,RO-00172,2017_121,Germany,DEU,47,NA,46,1,NA,NA,NA,106514.55,CRO,NA,NA,NA
2017-05-10,RO-00172,2017_121,Greece,GRC,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-05-10,RO-00172,2017_121,Malta,MLT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-05-10,RO-00240,2017_122,France,FRA,30,NA,29,NA,NA,3,1,75780.91,CRO,NA,NA,NA
2017-05-10,RO-00240,2017_122,Luxembourg,LUX,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-05-15,RO-00275,2017_123,Italy,ITA,24,NA,NA,NA,NA,NA,NA,45320,NRO,NA,NA,NA
2017-05-16,RO-00207,2017_124,Austria,AUT,7,22,NA,NA,NA,NA,NA,133703.5,JRO,NA,NA,NA
2017-05-16,RO-00207,2017_124,Germany,DEU,4,30,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-16,RO-00207,2017_124,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-05-16,RO-00207,2017_124,Spain,ESP,6,15,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-16,RO-00264,2017_125,Germany,DEU,86,45,40,NA,NA,NA,NA,67140.77,JRO,NA,NA,NA
2017-05-16,RO-00264,2017_125,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-05-16,RO-00193,2017_126,Germany,DEU,133,NA,NA,NA,NA,NA,NA,95069,NRO,NA,NA,NA
2017-05-16,RO-00252,2017_127,Finland,FIN,10,NA,NA,NA,NA,NA,1,191032.38,NRO,NA,NA,NA
2017-05-17,RO-00239,2017_128,Germany,DEU,1,12,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-17,RO-00239,2017_128,Sweden,SWE,3,20,NA,NA,NA,NA,NA,175509.32,JRO,NA,NA,NA
2017-05-17,RO-00276,2017_129,Belgium,BEL,2,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-17,RO-00276,2017_129,France,FRA,14,23,NA,NA,NA,NA,NA,44024.08,JRO,NA,NA,NA
2017-01-19,RO-00118,2017_13,France,FRA,18,NA,NA,NA,NA,NA,NA,151041.38,NRO,NA,NA,NA
2017-05-17,RO-00173,2017_130,Germany,DEU,65,NA,NA,NA,NA,NA,NA,175509.32,NRO,NA,NA,NA
2017-05-17,RO-00251,2017_131,Sweden,SWE,6,NA,NA,NA,NA,NA,NA,44024.08,NRO,NA,NA,NA
2017-05-17,RO-00262,2017_132,Italy,ITA,15,NA,NA,NA,NA,NA,NA,61370.99,NRO,NA,NA,NA
2017-05-18,RO-00150,2017_133,Austria,AUT,6,22,NA,NA,NA,NA,NA,109511.73,JRO,NA,NA,NA
2017-05-18,RO-00150,2017_133,Germany,DEU,37,36,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-18,RO-00150,2017_133,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-05-18,RO-00177,2017_134,Austria,AUT,16,36,36,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-18,RO-00177,2017_134,Germany,DEU,3,7,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-18,RO-00177,2017_134,Monitor(s),NA,NA,NA,NA,NA,NA,NA,4,NA,JRO,NA,NA,NA
2017-05-18,RO-00177,2017_134,Spain,ESP,15,44,NA,NA,NA,NA,NA,195248.54,JRO,NA,NA,NA
2017-05-18,RO-00237,2017_135,Germany,DEU,39,NA,23,1,NA,NA,NA,39451.36,CRO,NA,NA,NA
2017-05-18,RO-00237,2017_135,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-05-22,RO-00281,2017_136,Italy,ITA,22,NA,NA,NA,NA,NA,NA,58710,NRO,NA,NA,NA
2017-05-24,RO-00280,2017_137,France,FRA,20,NA,NA,NA,NA,NA,NA,38502.02,NRO,NA,NA,NA
2017-05-30,RO-00245,2017_138,Austria,AUT,17,56,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-30,RO-00245,2017_138,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-05-30,RO-00245,2017_138,Sweden,SWE,13,49,NA,NA,NA,NA,NA,354804.19,JRO,NA,NA,NA
2017-05-31,RO-00153,2017_139,Austria,AUT,9,37,NA,NA,NA,NA,NA,108953.63,JRO,NA,NA,NA
2017-05-31,RO-00153,2017_139,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-31,RO-00153,2017_139,Germany,DEU,11,32,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-31,RO-00153,2017_139,Hungary,HUN,1,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-05-31,RO-00153,2017_139,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-01-23,RO-00100,2017_14,Germany,DEU,25,NA,NA,NA,NA,NA,NA,332839.3,NRO,NA,NA,NA
2017-05-31,RO-00283,2017_140,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-05-31,RO-00283,2017_140,Czech Republic,CZE,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-05-31,RO-00283,2017_140,France,FRA,25,NA,30,1,NA,1,NA,65530.81,CRO,NA,NA,NA
2017-05-31,RO-00284,2017_141,Italy,ITA,29,NA,NA,NA,NA,NA,NA,100940,NRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Austria,AUT,13,31,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Belgium,BEL,2,7,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Bulgaria,BGR,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Germany,DEU,14,40,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Greece,GRC,17,60,NA,NA,NA,NA,NA,666154.9,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Hungary,HUN,12,24,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Italy,ITA,5,14,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Poland,POL,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Slovenia,SVN,1,2,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00234,2017_142,Sweden,SWE,1,5,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-07,RO-00248,2017_143,Germany,DEU,65,33,NA,NA,NA,NA,NA,68688.28,JRO,NA,NA,NA
2017-06-07,RO-00248,2017_143,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-06-08,RO-00282,2017_144,France,FRA,17,NA,NA,NA,NA,NA,NA,66435,NRO,NA,NA,NA
2017-06-08,RO-00288,2017_145,Italy,ITA,19,NA,NA,NA,NA,NA,NA,44131.5,NRO,NA,NA,NA
2017-06-13,RO-00297,2017_146,France,FRA,15,NA,NA,NA,NA,NA,NA,50916.6,NRO,NA,NA,NA
2017-06-14,RO-00103,2017_147,Germany,DEU,19,20,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-14,RO-00103,2017_147,Iceland,ISL,5,11,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-14,RO-00103,2017_147,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-06-14,RO-00103,2017_147,Sweden,SWE,26,55,NA,NA,NA,NA,NA,180051.57,JRO,NA,NA,NA
2017-06-14,RO-00148,2017_148,Austria,AUT,8,29,NA,NA,NA,NA,NA,83543.19,JRO,NA,NA,NA
2017-06-14,RO-00148,2017_148,Germany,DEU,41,30,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-14,RO-00148,2017_148,Hungary,HUN,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-14,RO-00148,2017_148,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-06-14,RO-00178,2017_149,Greece,GRC,1,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-14,RO-00178,2017_149,Italy,ITA,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-14,RO-00178,2017_149,Monitor(s),NA,NA,NA,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2017-06-14,RO-00178,2017_149,Spain,ESP,63,110,NA,NA,NA,NA,NA,398965.06,JRO,NA,NA,NA
2017-01-23,RO-00136,2017_15,France,FRA,10,NA,NA,NA,NA,NA,NA,40595.94,NRO,NA,NA,NA
2017-06-14,RO-00269,2017_150,Germany,DEU,46,NA,NA,NA,NA,NA,NA,398965.06,NRO,NA,NA,NA
2017-06-14,RO-00287,2017_151,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-06-14,RO-00287,2017_151,France,FRA,25,NA,32,NA,NA,NA,1,69794.6,CRO,NA,NA,NA
2017-06-14,RO-00287,2017_151,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-06-15,RO-00278,2017_152,Germany,DEU,76,35,35,NA,NA,NA,NA,76051.7,JRO,NA,NA,NA
2017-06-15,RO-00278,2017_152,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-06-15,RO-00267,2017_153,Sweden,SWE,19,NA,NA,NA,NA,NA,NA,61252.9,NRO,NA,NA,NA
2017-06-15,RO-00299,2017_154,Italy,ITA,30,NA,NA,NA,NA,NA,NA,76051.7,NRO,NA,NA,NA
2017-06-19,RO-00298,2017_155,Italy,ITA,28,NA,NA,NA,NA,NA,NA,66950,NRO,NA,NA,NA
2017-06-20,RO-00194,2017_156,Germany,DEU,150,NA,NA,NA,NA,NA,NA,122053.05,NRO,NA,NA,NA
2017-06-20,RO-00301,2017_157,Iceland,ISL,12,NA,NA,NA,NA,NA,1,95069,NRO,NA,NA,NA
2017-06-21,RO-00247,2017_158,Germany,DEU,19,62,NA,NA,NA,NA,NA,63511.56,JRO,NA,NA,NA
2017-06-21,RO-00247,2017_158,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-06-21,RO-00174,2017_159,Germany,DEU,90,NA,NA,NA,NA,NA,NA,60296.2,NRO,NA,NA,NA
2017-01-25,RO-00058,2017_16,Austria,AUT,6,23,NA,NA,NA,NA,NA,117481.36,JRO,NA,NA,NA
2017-01-25,RO-00058,2017_16,Finland,FIN,4,10,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-25,RO-00058,2017_16,Germany,DEU,63,24,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-25,RO-00058,2017_16,Hungary,HUN,5,6,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-25,RO-00058,2017_16,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-06-21,RO-00268,2017_160,Germany,DEU,44,NA,21,1,NA,1,NA,41182.75,CRO,NA,NA,NA
2017-06-21,RO-00268,2017_160,Hungary,HUN,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-06-21,RO-00292,2017_161,France,FRA,15,NA,NA,NA,NA,NA,NA,47145,NRO,NA,NA,NA
2017-06-22,RO-00084,2017_162,Austria,AUT,14,46,NA,NA,NA,NA,NA,447776.91,JRO,NA,NA,NA
2017-06-22,RO-00084,2017_162,Belgium,BEL,2,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-22,RO-00084,2017_162,Germany,DEU,5,25,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-22,RO-00084,2017_162,Hungary,HUN,2,12,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-22,RO-00084,2017_162,Iceland,ISL,2,15,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
